Serial,RAhour,RAminutes,RAseconds,RA,DECsign,DECdegrees,DECminutes,DECseconds,DEC,Vmag,PropermotionRA,PropermotionDEC
1470,04,38,29.6,4.641555555555555,+,26,56,24,26.94, 6.47,+0.047,-0.058
1471,04,38,15.8,4.637722222222222,+,20,41,05,20.684722222222224, 5.92,-0.015,-0.007
1472,04,38,09.4,4.635944444444444,+,16,02,00,16.033333333333335, 5.79,+0.093,-0.023
1473,04,38,09.5,4.635972222222222,+,12,30,39,12.510833333333334, 4.27,+0.103,-0.013
1474,04,37,36.1,4.626694444444445,-,02,28,24,-2.473333333333333, 5.23,+0.042,-0.061
1475,04,33,34.0,4.559444444444444,-,62,49,25,-62.82361111111111, 5.79,-0.115,-0.023
1476,04,36,50.9,4.614138888888888,-,30,43,00,-30.716666666666665, 6.30,-0.011,+0.013
1477,04,39,23.1,4.656416666666667,+,25,13,06,25.218333333333334, 6.22,+0.017,-0.015
1478,04,39,09.2,4.652555555555556,+,15,47,59,15.799722222222222, 5.07,+0.039,-0.072
1479,04,39,16.5,4.654583333333334,+,15,55,05,15.918055555555556, 4.69,+0.083,-0.018
1480,04,39,06.2,4.651722222222222,+,07,52,15,7.870833333333334, 5.39,+0.094,-0.003
1481,04,38,10.8,4.636333333333333,-,14,18,14,-14.303888888888888, 3.87,-0.075,-0.156
1482,04,41,24.1,4.690027777777778,+,48,18,03,48.30083333333334, 5.67,+0.042,-0.042
1483,04,38,53.6,4.648222222222222,-,12,07,23,-12.123055555555556, 5.01,-0.053,-0.011
1484,04,40,03.4,4.667611111111111,+,12,11,52,12.197777777777778, 5.46,-0.001,-0.008
1485,04,22,50.9,4.380805555555555,-,82,53,57,-82.89916666666667, 6.76,-0.018,+0.003
1486,04,43,18.1,4.721694444444444,+,59,31,15,59.520833333333336, 6.50,+0.033,-0.049
1487,04,39,19.7,4.6554722222222225,-,14,21,33,-14.359166666666667, 5.45,+0.122,-0.127
1488,04,39,47.2,4.663111111111111,-,01,03,10,-1.0527777777777778, 6.10,+0.025,-0.018
1489,04,41,50.3,4.697305555555555,+,38,16,49,38.280277777777776, 5.99,+0.241,-0.093
1490,04,41,19.8,4.688833333333333,+,28,36,54,28.615, 5.78,+0.034,-0.030
1491,04,48,50.3,4.813972222222222,+,75,56,28,75.94111111111111, 6.06,+0.035,-0.135
1492,04,36,45.6,4.612666666666667,-,62,04,39,-62.0775, 5.40,-0.064,-0.084
1493,04,43,21.6,4.722666666666667,+,49,58,26,49.97388888888889, 5.87,-0.004,-0.016
1494,04,42,54.3,4.715083333333333,+,43,21,54,43.365, 5.29,+0.039,-0.052
1495,04,40,06.8,4.668555555555556,-,24,28,57,-24.4825, 5.58,-0.067,+0.018
1496,04,40,26.5,4.674027777777778,-,19,40,18,-19.671666666666667, 4.32,+0.021,-0.096
1497,04,42,14.7,4.704083333333333,+,22,57,25,22.956944444444446, 4.28,-0.002,-0.016
1498,04,39,04.3,4.651194444444445,-,51,40,22,-51.672777777777775, 6.44,+0.017,+0.017
1499,04,43,13.8,4.7205,+,24,05,20,24.08888888888889, 6.13,+0.017,-0.022
1500,04,44,12.9,4.736916666666667,+,40,47,13,40.786944444444444, 6.08,+0.003,-0.007
1501,04,43,48.3,4.730083333333334,+,32,51,55,32.86527777777778, 6.45,-0.035,-0.042
1502,04,40,33.7,4.676027777777778,-,41,51,50,-41.86388888888889, 4.45,-0.141,-0.077
1503,04,42,03.5,4.700972222222222,-,37,08,40,-37.144444444444446, 5.05,+0.049,+0.193
1504,04,40,18.3,4.67175,-,58,56,37,-58.94361111111111, 6.53,+0.070,+0.186
1505,04,43,34.6,4.726277777777778,-,08,47,37,-8.793611111111112, 6.82,+0.021,-0.012
1506,04,43,35.1,4.726416666666667,-,08,47,46,-8.796111111111111, 6.70,+0.032,-0.024
1507,04,44,25.8,4.7405,+,11,08,46,11.14611111111111, 5.40,+0.100,-0.015
1508,04,44,05.3,4.734805555555556,-,08,30,13,-8.50361111111111, 5.90,+0.003,-0.002
1509,04,43,09.3,4.71925,-,30,45,56,-30.765555555555554, 5.68,-0.030,-0.067
1510,04,50,36.4,4.843444444444444,+,70,56,30,70.94166666666666, 6.37,+0.001,-0.020
1511,04,48,00.3,4.800083333333333,+,56,45,26,56.757222222222225, 5.30,+0.050,-0.148
1512,04,45,42.5,4.761805555555555,+,23,37,41,23.628055555555555, 6.35,+0.007,-0.015
1513,04,44,08.0,4.735555555555556,-,18,40,00,-18.666666666666668, 5.53,+0.051,-0.018
1514,04,46,44.4,4.779,+,40,18,46,40.312777777777775, 5.97,-0.001,-0.029
1515,04,48,07.0,4.801944444444445,+,55,36,09,55.6025, 6.26,+0.075,-0.102
1516,04,42,46.4,4.712888888888889,-,50,28,53,-50.48138888888889, 5.31,-0.031,+0.030
1517,04,46,16.8,4.771333333333334,+,18,44,06,18.735, 6.01,+0.072,-0.065
1518,04,43,44.2,4.728944444444444,-,41,03,53,-41.06472222222222, 6.25,+0.003,+0.010
1519,04,46,01.7,4.767138888888889,+,11,42,20,11.705555555555556, 5.37,+0.068,-0.006
1520,04,45,30.1,4.758361111111111,-,03,15,17,-3.254722222222222, 4.02,+0.016,-0.013
1521,04,45,04.2,4.751166666666666,-,21,17,01,-21.28361111111111, 5.72,+0.018,-0.025
1522,04,46,24.1,4.773361111111111,-,02,57,16,-2.9544444444444444, 6.33,+0.012,-0.047
1523,05,00,20.7,5.00575,+,81,11,38,81.19388888888889, 5.07,-0.001,+0.024
1524,04,45,49.6,4.7637777777777774,-,34,00,18,-34.005, 6.86,+0.040,+0.018
1525,04,46,25.8,4.773833333333333,-,28,05,15,-28.0875, 6.19,+0.001,+0.016
1526,04,45,55.4,4.7653888888888885,-,39,21,24,-39.35666666666667, 6.05,-0.059,-0.020
1527,04,52,05.2,4.868111111111111,+,63,30,19,63.50527777777778, 5.44,+0.037,-0.096
1528,04,49,19.0,4.821944444444444,+,32,35,18,32.58833333333333, 5.86,+0.018,-0.031
1529,04,49,12.8,4.820222222222222,+,31,26,14,31.43722222222222, 5.58,+0.017,-0.108
1530,04,44,21.1,4.739194444444444,-,59,43,58,-59.73277777777778, 5.27,+0.033,+0.039
1531,04,38,21.7,4.639361111111111,-,77,39,22,-77.65611111111112, 6.05,-0.010,-0.018
1532,04,47,36.3,4.793416666666666,-,16,56,04,-16.934444444444445, 5.51,+0.133,+0.170
1533,04,49,54.6,4.831833333333333,+,37,29,18,37.48833333333334, 4.88,-0.038,+0.040
1534,04,48,44.6,4.812388888888889,+,03,35,18,3.5883333333333334, 6.03,-0.001,-0.017
1535,04,51,09.3,4.852583333333333,+,48,44,27,48.740833333333335, 5.66,-0.040,-0.031
1536,04,48,36.3,4.810083333333333,-,05,40,26,-5.6738888888888885, 5.78,+0.305,-0.243
1537,04,49,44.1,4.828916666666666,+,15,54,15,15.904166666666667, 6.08,+0.005,-0.010
1538,04,48,32.5,4.809027777777778,-,16,19,46,-16.329444444444444, 5.77,+0.004,+0.036
1539,04,47,49.6,4.797111111111111,-,30,01,13,-30.02027777777778, 6.37,+0.039,+0.094
1540,04,44,57.9,4.749416666666667,-,63,13,47,-63.22972222222222, 6.46,-0.013,-0.005
1541,04,43,03.9,4.7177500000000006,-,70,55,52,-70.93111111111111, 5.54,+0.008,+0.033
1542,04,54,03.0,4.900833333333334,+,66,20,34,66.34277777777778, 4.29, 0.000,+0.006
1543,04,49,50.4,4.830666666666667,+,06,57,41,6.961388888888889, 3.19,+0.466,+0.012
1544,04,50,36.7,4.843527777777777,+,08,54,01,8.900277777777777, 4.36,+0.004,-0.032
1545,04,49,42.2,4.828388888888889,-,13,46,11,-13.769722222222223, 6.26,-0.122,-0.172
1546,04,53,09.8,4.886055555555555,+,52,50,27,52.840833333333336, 6.41,-0.008,-0.021
1547,04,51,22.5,4.856249999999999,+,18,50,23,18.83972222222222, 5.10,+0.080,-0.035
1548,04,48,33.8,4.809388888888889,-,43,58,48,-43.98, 6.72,+0.018,+0.022
1549,04,50,11.6,4.836555555555555,-,16,13,02,-16.217222222222222, 5.03,+0.041,+0.054
1550,04,52,47.8,4.879944444444445,+,42,35,12,42.586666666666666, 5.71,-0.006,-0.001
1551,04,52,38.0,4.877222222222223,+,36,42,11,36.70305555555556, 4.78,-0.027,-0.007
1552,04,51,12.4,4.8534444444444444,+,05,36,18,5.605, 3.69,-0.001,+0.001
1553,04,51,43.4,4.862055555555555,+,09,58,30,9.975, 6.11,+0.001,-0.008
1554,04,52,47.1,4.8797500000000005,+,27,53,51,27.8975, 5.97,+0.041,-0.032
1555,04,55,03.1,4.917527777777778,+,55,15,33,55.259166666666665, 5.52,-0.012,-0.010
1556,04,52,32.0,4.875555555555556,+,14,15,02,14.250555555555556, 4.74, 0.000,-0.057
1557,04,50,16.2,4.837833333333333,-,41,19,15,-41.32083333333333, 6.07,+0.006,+0.065
1558,04,54,51.3,4.91425,+,44,03,39,44.060833333333335, 6.08,+0.027,-0.053
1559,04,51,28.2,4.857833333333333,-,34,54,23,-34.90638888888889, 5.86,+0.026,-0.022
1560,04,52,53.7,4.881583333333333,-,05,27,10,-5.4527777777777775, 4.39,-0.023,+0.021
1561,04,56,07.1,4.935305555555556,+,52,52,10,52.86944444444445, 5.75,-0.003,+0.008
1562,04,53,22.8,4.889666666666666,+,02,30,29,2.5080555555555555, 5.33,+0.034,-0.019
1563,04,50,55.2,4.8486666666666665,-,53,27,41,-53.46138888888889, 5.61,-0.091,+0.083
1564,04,50,56.3,4.848972222222222,-,53,27,35,-53.459722222222226, 6.42,-0.092,+0.081
1565,04,53,55.8,4.898833333333333,+,01,34,10,1.5694444444444444, 6.61,+0.009,-0.003
1566,04,54,58.3,4.916194444444445,+,19,29,07,19.485277777777778, 6.37,+0.060,-0.038
1567,04,54,15.1,4.904194444444445,+,02,26,26,2.4405555555555556, 3.72, 0.000, 0.000
1568,04,57,17.2,4.954777777777778,+,53,45,08,53.75222222222222, 4.47,-0.024,+0.007
1569,04,54,46.9,4.913027777777778,+,11,25,34,11.426111111111112, 5.19,-0.009,+0.032
1570,04,54,53.8,4.914944444444445,+,10,09,03,10.150833333333333, 4.65,+0.046,-0.132
1571,04,54,47.8,4.913277777777778,+,07,46,45,7.779166666666667, 5.33,-0.021,-0.027
1572,05,02,20.1,5.038916666666666,+,74,16,09,74.26916666666666, 6.06,+0.021,+0.034
1573,04,56,19.9,4.938861111111112,+,36,10,08,36.16888888888889, 6.07,-0.017,+0.013
1574,04,54,50.7,4.914083333333334,+,00,28,03,0.4675, 5.99, 0.000,+0.003
1575,04,56,15.6,4.937666666666667,+,24,35,32,24.592222222222222, 6.37,-0.026,-0.017
1576,04,55,50.3,4.930638888888889,+,15,02,24,15.04, 5.81,+0.018,-0.021
1577,04,56,59.6,4.949888888888889,+,33,09,58,33.166111111111114, 2.69,+0.003,-0.018
1578,04,55,58.4,4.932888888888889,+,05,23,57,5.399166666666667, 6.50,-0.004,-0.009
1579,04,55,06.8,4.918555555555556,-,16,44,26,-16.740555555555556, 5.70,+0.008,+0.001
1580,04,56,22.3,4.939527777777778,+,13,30,52,13.514444444444445, 4.07,-0.074,-0.047
1581,04,55,18.6,4.921833333333334,-,16,25,04,-16.41777777777778, 5.72,+0.010,+0.045
1582,04,56,24.2,4.940055555555555,-,05,10,17,-5.171388888888889, 5.51,-0.008,-0.007
1583,04,55,30.2,4.925055555555556,-,25,43,40,-25.727777777777778, 6.72,+0.018,+0.028
1584,04,54,54.8,4.915222222222223,-,39,37,43,-39.62861111111111, 6.10,-0.003,+0.022
1585,04,57,22.3,4.956194444444445,+,17,09,13,17.15361111111111, 5.48,-0.013,-0.007
1586,04,57,48.7,4.963527777777778,+,23,56,55,23.948611111111113, 5.79,+0.008,-0.007
1587,05,04,13.0,5.070277777777777,+,73,45,50,73.76388888888889, 6.66,+0.021,-0.016
1588,04,59,46.3,4.996194444444445,+,53,09,20,53.15555555555556, 6.08,-0.014,-0.009
1589,05,04,39.8,5.077722222222222,+,74,04,01,74.06694444444445, 5.96,+0.013,-0.016
1590,04,58,09.4,4.969277777777778,+,25,03,01,25.05027777777778, 5.81,+0.022,-0.048
1591,04,57,17.2,4.954777777777778,-,01,04,02,-1.0672222222222223, 6.23,-0.037,-0.028
1592,04,59,15.4,4.987611111111111,+,37,53,25,37.890277777777776, 4.94,+0.040,-0.101
1593,05,01,35.9,5.026638888888889,+,61,04,41,61.07805555555556, 6.03,+0.008,-0.175
1594,05,02,50.4,5.0473333333333334,+,66,49,22,66.82277777777777, 6.19,+0.066,-0.345
1595,04,57,44.8,4.962444444444444,-,14,13,53,-14.231388888888889, 6.15,+0.010,+0.011
1596,04,58,10.8,4.969666666666667,-,02,12,45,-2.2125, 6.35,-0.003,+0.025
1597,04,54,53.0,4.914722222222222,-,58,32,50,-58.547222222222224, 6.12,+0.101,+0.077
1598,04,53,30.5,4.891805555555555,-,66,40,32,-66.67555555555556, 6.41, 0.000,+0.010
1599,05,00,18.3,5.005083333333333,+,39,23,41,39.39472222222222, 5.95,-0.017,+0.004
1600,04,58,59.4,4.9831666666666665,+,14,32,34,14.542777777777777, 6.09,+0.006,-0.017
1601,04,58,32.9,4.975805555555556,+,01,42,51,1.7141666666666668, 4.47,-0.002,-0.003
1602,05,00,23.2,5.006444444444444,+,39,39,18,39.655, 6.58,+0.002,+0.006
1603,05,03,25.1,5.056972222222222,+,60,26,32,60.44222222222222, 4.03,-0.006,-0.016
1604,04,59,01.3,4.983694444444445,-,16,22,33,-16.375833333333333, 5.66,-0.141,+0.148
1605,05,01,58.1,5.032805555555555,+,43,49,24,43.82333333333333, 2.99,-0.001,-0.004
1606,04,53,05.5,4.88486111111111,-,72,24,27,-72.4075, 6.28,-0.052,+0.276
1607,04,59,36.5,4.9934722222222225,-,14,48,21,-14.805833333333334, 7.71,+0.021,+0.020
1608,04,59,50.4,4.997333333333334,-,10,15,48,-10.263333333333334, 5.38,+0.020,-0.135
1609,05,00,32.6,5.009055555555555,+,03,36,55,3.6152777777777776, 7.03,+0.025,+0.001
1610,05,00,33.9,5.009416666666667,+,03,36,58,3.616111111111111, 6.66,+0.007,-0.012
1611,04,59,55.8,4.998833333333334,-,12,32,15,-12.5375, 4.79,+0.045,-0.091
1612,05,02,28.7,5.041305555555556,+,41,04,33,41.075833333333335, 3.75,+0.009,-0.022
1613,05,00,39.8,5.011055555555555,-,02,03,56,-2.0655555555555556, 6.32,-0.019,+0.008
1614,05,00,49.0,5.0136111111111115,-,05,45,12,-5.753333333333334, 6.22,+0.551,-1.094
1615,05,03,18.6,5.055166666666667,+,41,26,30,41.44166666666667, 6.14,+0.002,-0.004
1616,05,31,48.0,5.53,+,85,56,19,85.93861111111111, 6.51,+0.013,-0.079
1617,05,01,26.3,5.0239722222222225,-,07,10,26,-7.1738888888888885, 4.81,+0.003,+0.008
1618,05,01,50.3,5.030638888888888,+,00,43,20,0.7222222222222222, 5.92,+0.001,-0.012
1619,05,02,00.0,5.033333333333333,+,01,36,32,1.6088888888888888, 6.24,-0.009,+0.012
1620,05,03,05.7,5.051583333333333,+,21,35,24,21.59, 4.64,+0.066,-0.042
1621,05,01,25.6,5.023777777777778,-,20,03,07,-20.051944444444445, 4.91,+0.034,-0.015
1622,05,06,08.5,5.102361111111111,+,58,58,21,58.9725, 5.08,-0.005,-0.008
1623,05,06,12.2,5.1033888888888885,+,59,01,16,59.02111111111111, 6.08,-0.001,-0.031
1624,05,06,29.7,5.10825,+,61,10,12,61.17, 6.04,+0.036,-0.075
1625,05,02,45.5,5.045972222222222,-,04,12,35,-4.209722222222222, 5.85,+0.055,+0.016
1626,05,04,14.5,5.070694444444444,+,30,29,41,30.494722222222222, 6.14,+0.001,-0.005
1627,05,04,36.9,5.0769166666666665,+,32,19,13,32.320277777777775, 6.62,-0.011,-0.070
1628,05,02,09.8,5.0360555555555555,-,26,16,30,-26.275, 5.02,+0.089,-0.073
1629,04,55,11.2,4.919777777777778,-,74,56,13,-74.93694444444445, 5.47,+0.024,+0.059
1630,05,06,22.0,5.106111111111111,+,54,24,21,54.405833333333334, 7.24,-0.014,+0.028
1631,05,01,34.5,5.02625,-,39,43,05,-39.71805555555556, 6.03,-0.001,+0.030
1632,05,04,37.9,5.077194444444444,+,27,41,46,27.69611111111111, 6.60,+0.019,-0.031
1633,05,04,21.6,5.072666666666667,+,21,16,41,21.278055555555557, 6.19,+0.020,-0.015
1634,05,02,44.9,5.045805555555556,-,22,47,42,-22.795, 5.75,+0.059,+0.023
1635,05,02,22.8,5.039666666666666,-,31,46,17,-31.77138888888889, 5.94,-0.002,+0.082
1636,05,09,36.7,5.1601944444444445,+,69,38,22,69.63944444444445, 6.41,+0.056,-0.063
1637,05,06,40.6,5.111277777777778,+,51,35,52,51.59777777777778, 5.00,-0.030,-0.173
1638,05,04,34.1,5.076138888888889,+,15,24,15,15.404166666666667, 4.68,+0.016,-0.034
1639,05,06,00.9,5.10025,+,35,56,11,35.93638888888889, 6.52,-0.011,-0.010
1640,05,03,52.0,5.064444444444444,-,14,22,10,-14.369444444444444, 6.41,-0.009,+0.033
1641,05,06,30.9,5.108583333333333,+,41,14,04,41.23444444444444, 3.17,+0.029,-0.068
1642,05,05,32.1,5.09225,+,19,48,23,19.80638888888889, 6.44,-0.009,-0.022
1643,05,12,22.4,5.206222222222222,+,73,56,48,73.94666666666667, 5.43, 0.000,-0.025
1644,05,06,49.6,5.113777777777777,+,43,10,29,43.17472222222222, 6.20,+0.005, 0.000
1645,05,03,53.3,5.064805555555555,-,24,23,16,-24.387777777777778, 5.61,+0.024,-0.028
1646,05,04,54.5,5.0818055555555555,-,03,02,23,-3.039722222222222, 6.05,+0.001,-0.001
1647,05,09,44.5,5.162361111111111,+,64,55,10,64.91944444444445, 6.41,-0.015,-0.182
1648,05,05,23.7,5.089916666666666,+,01,10,39,1.1775, 6.17,+0.012,-0.007
1649,05,02,48.6,5.046833333333333,-,49,09,05,-49.15138888888889, 5.38,-0.044,+0.024
1650,05,14,35.6,5.243222222222222,+,76,28,22,76.47277777777778, 6.37,-0.007,-0.008
1651,05,03,54.0,5.0649999999999995,-,41,44,42,-41.745, 6.31,+0.027,+0.152
1652,05,04,24.4,5.073444444444444,-,35,29,00,-35.483333333333334, 4.55,+0.129,-0.051
1653,05,04,26.1,5.073916666666666,-,35,42,19,-35.70527777777778, 6.34,+0.028,+0.038
1654,05,05,27.7,5.091027777777778,-,22,22,16,-22.371111111111112, 3.19,+0.025,-0.074
1655,05,05,16.2,5.087833333333333,-,26,09,09,-26.1525, 5.73,+0.007,-0.065
1656,05,07,27.0,5.1241666666666665,+,18,38,42,18.645, 5.00,+0.537,+0.016
1657,05,06,45.7,5.112694444444444,-,04,39,18,-4.655, 5.12,+0.016,+0.008
1658,05,07,48.4,5.130111111111111,+,20,25,06,20.418333333333333, 5.30,-0.047,-0.034
1659,05,08,06.6,5.135166666666667,+,24,15,55,24.26527777777778, 5.50, 0.000,-0.004
1660,05,07,55.5,5.132083333333333,+,21,42,17,21.704722222222223, 5.89,+0.005,-0.006
1661,05,06,36.7,5.110194444444444,-,13,07,19,-13.121944444444445, 6.05,+0.019,+0.035
1662,05,07,38.3,5.127305555555555,+,09,28,19,9.471944444444444, 6.17,-0.003,-0.378
1663,05,04,58.0,5.082777777777777,-,49,34,40,-49.577777777777776, 5.03,+0.071,-0.003
1664,05,07,52.9,5.131361111111111,+,08,29,54,8.498333333333333, 5.34,+0.024,-0.065
1665,05,07,25.0,5.123611111111111,-,12,29,26,-12.490555555555556, 5.97,+0.140,-0.080
1666,05,07,51.0,5.130833333333333,-,05,05,11,-5.086388888888889, 2.79,-0.095,-0.081
1667,05,05,00.6,5.0835,-,54,24,27,-54.4075, 6.27,+0.002, 0.000
1668,05,10,42.9,5.178583333333334,+,46,57,44,46.96222222222222, 5.68,+0.055,-0.147
1669,05,10,18.9,5.171916666666667,+,37,18,07,37.301944444444445, 6.02,+0.004,-0.006
1670,05,09,45.1,5.162527777777778,+,28,01,50,28.030555555555555, 6.01,+0.054,-0.060
1671,05,08,20.2,5.138944444444445,-,08,39,54,-8.665, 5.78,+0.005,-0.012
1672,05,09,19.6,5.155444444444445,+,09,49,46,9.829444444444444, 5.43,+0.064,-0.007
1673,05,08,43.6,5.145444444444445,-,04,27,22,-4.456111111111111, 5.12,+0.044,+0.017
1674,05,05,30.6,5.091833333333333,-,57,28,22,-57.47277777777778, 4.72,-0.030,+0.115
1675,05,13,03.2,5.217555555555555,+,61,51,00,61.85, 6.17,+0.011,+0.006
1676,05,09,42.0,5.161666666666667,+,15,35,50,15.597222222222221, 4.82,+0.002,-0.013
1677,05,02,43.0,5.045277777777778,-,71,18,52,-71.31444444444445, 5.31,-0.005,+0.004
1678,05,13,31.3,5.225361111111111,+,62,41,29,62.69138888888889, 6.50,-0.036,+0.006
1679,05,09,08.8,5.152444444444445,-,08,45,15,-8.754166666666666, 4.27,+0.002,-0.004
1680,05,08,14.8,5.137444444444445,-,35,43,06,-35.718333333333334, 6.52,+0.009,+0.001
1681,05,10,03.2,5.1675555555555555,-,00,33,55,-0.5652777777777778, 6.10,+0.001,-0.053
1682,05,00,13.2,5.003666666666667,-,78,18,01,-78.30027777777778, 6.29,-0.023,-0.012
1683,05,18,13.3,5.303694444444444,+,73,16,05,73.26805555555555, 5.74,-0.005,-0.033
1684,05,11,41.6,5.194888888888889,+,16,02,44,16.045555555555556, 5.18,+0.005,+0.007
1685,05,10,58.0,5.182777777777778,-,02,15,14,-2.253888888888889, 6.25,+0.075,-0.145
1686,05,22,33.5,5.375972222222222,+,79,13,52,79.2311111111111, 5.05,-0.082,+0.161
1687,05,11,19.2,5.188666666666667,-,02,29,27,-2.4908333333333332, 5.90,+0.079,+0.001
1688,05,15,11.3,5.253138888888889,+,59,24,20,59.40555555555556, 6.15,+0.012,-0.014
1689,05,13,25.7,5.223805555555556,+,38,29,04,38.48444444444444, 4.86,-0.018,-0.075
1690,05,11,41.4,5.194833333333333,+,00,30,53,0.5147222222222222, 6.67,+0.015,+0.003
1691,05,11,45.3,5.195916666666667,+,01,02,13,1.0369444444444444, 5.89,-0.012,-0.015
1692,05,14,44.3,5.245638888888889,+,53,12,50,53.21388888888889, 6.20, 0.000,+0.001
1693,05,11,22.8,5.189666666666667,-,11,50,57,-11.849166666666667, 5.68,+0.028,+0.056
1694,05,10,44.5,5.179027777777778,-,25,54,34,-25.909444444444446, 6.41,-0.015,+0.059
1695,05,07,34.0,5.12611111111111,-,63,23,59,-63.39972222222222, 5.2 ,+0.015,-0.047
1696,05,12,17.9,5.2049722222222226,-,11,52,09,-11.869166666666667, 4.45,+0.027,-0.015
1697,05,12,48.2,5.213388888888889,-,06,03,26,-6.057222222222222, 5.91,+0.027,-0.032
1698,05,13,17.5,5.221527777777778,+,02,51,40,2.861111111111111, 4.46,+0.001,-0.006
1699,05,11,35.9,5.193305555555556,-,37,23,43,-37.39527777777778, 6.57,+0.007,+0.004
1700,05,06,09.3,5.102583333333333,-,73,02,16,-73.03777777777778, 6.27,+0.016,+0.064
1701,05,13,31.6,5.225444444444444,+,01,58,05,1.9680555555555554, 6.09,+0.010,+0.012
1702,05,12,55.9,5.215527777777778,-,16,12,20,-16.205555555555556, 3.31,+0.043,-0.026
1703,05,13,47.2,5.229777777777778,+,00,33,37,0.5602777777777778, 6.32,+0.003,-0.025
1704,05,13,33.3,5.2259166666666665,-,08,08,52,-8.147777777777778, 6.37,+0.002, 0.000
1705,05,13,13.9,5.220527777777778,-,12,56,29,-12.94138888888889, 4.36,-0.014,-0.009
1706,05,15,24.4,5.256777777777778,+,32,41,16,32.687777777777775, 5.02,-0.024,+0.014
1707,05,17,17.8,5.288277777777778,+,53,35,10,53.58611111111111, 6.5 ,+0.016,-0.021
1708,05,16,41.4,5.2781666666666665,+,45,59,53,45.99805555555555, 0.08,+0.076,-0.425
1709,05,14,44.1,5.245583333333333,+,05,09,22,5.1561111111111115, 5.50,-0.001,+0.004
1710,05,13,59.9,5.233305555555556,-,14,36,24,-14.606666666666667, 6.21,-0.003,+0.009
1711,05,15,27.7,5.257694444444445,+,22,17,05,22.28472222222222, 6.27,-0.008,-0.011
1712,05,16,18.2,5.271722222222222,+,34,18,43,34.31194444444444, 5.96,+0.008,+0.030
1713,05,14,32.3,5.242305555555555,-,08,12,06,-8.201666666666666, 0.12, 0.000,-0.001
1714,05,43,48.7,5.730194444444445,+,85,40,05,85.66805555555555, 6.60,-0.016,+0.002
1715,05,13,46.5,5.229583333333333,-,35,49,32,-35.82555555555555, 6.98,+0.036,-0.051
1716,04,58,50.9,4.9808055555555555,-,82,28,14,-82.47055555555555, 5.85,-0.011,+0.004
1717,05,15,18.4,5.255111111111111,-,01,24,33,-1.4091666666666667, 6.15,-0.043,+0.037
1718,05,16,04.1,5.267805555555555,+,11,20,29,11.341388888888888, 5.56,-0.009,-0.005
1719,05,19,27.8,5.324388888888889,+,58,07,02,58.117222222222225, 6.13,+0.004,-0.021
1720,05,20,22.6,5.339611111111111,+,62,39,13,62.65361111111111, 5.61,-0.003,-0.002
1721,05,14,28.8,5.241333333333333,-,35,58,38,-35.977222222222224, 5.76,+0.016,+0.004
1722,05,18,15.9,5.304416666666667,+,42,47,32,42.79222222222222, 5.48,+0.038,-0.023
1723,05,15,24.3,5.25675,-,26,56,36,-26.943333333333335, 5.07,+0.010,-0.018
1724,05,16,41.1,5.278083333333333,+,01,56,50,1.9472222222222224, 6.42,-0.011,-0.009
1725,05,18,40.4,5.311222222222222,+,40,27,54,40.465, 6.18,+0.017,-0.015
1726,05,18,10.7,5.302972222222222,+,33,22,18,33.37166666666667, 4.54,+0.045,-0.160
1727,05,13,53.3,5.231472222222222,-,52,01,52,-52.03111111111111, 6.05,-0.004,-0.024
1728,05,18,18.9,5.30525,+,33,46,02,33.76722222222222, 6.14,+0.012,-0.030
1729,05,19,08.5,5.3190277777777775,+,40,05,57,40.09916666666667, 4.71,+0.519,-0.664
1730,05,15,47.0,5.263055555555556,-,34,55,36,-34.92666666666667, 6.66,-0.018,+0.026
1731,05,16,48.1,5.280027777777778,-,17,08,30,-17.141666666666666, 6.56,-0.012,+0.022
1732,05,19,00.0,5.316666666666666,+,33,44,54,33.748333333333335, 5.41,+0.011,-0.025
1733,05,20,02.3,5.333972222222222,+,44,25,32,44.425555555555555, 6.62,+0.004,-0.010
1734,05,19,23.6,5.323222222222222,+,33,59,08,33.98555555555556, 6.49,+0.009,-0.010
1735,05,17,36.4,5.293444444444444,-,06,50,40,-6.844444444444444, 3.60,-0.015,-0.008
1736,05,20,39.3,5.34425,+,46,57,50,46.96388888888889, 6.54,+0.002,-0.002
1737,05,17,40.2,5.2945,-,13,31,11,-13.519722222222223, 5.50,-0.012,-0.046
1738,05,20,14.8,5.337444444444444,+,41,05,10,41.08611111111111, 5.52,-0.002,-0.058
1739,05,19,16.6,5.3212777777777776,+,22,05,47,22.09638888888889, 4.94,+0.012,-0.083
1740,05,20,00.9,5.333583333333333,+,33,57,29,33.95805555555555, 5.03,+0.001,+0.002
1741,05,19,14.7,5.320749999999999,+,20,08,05,20.134722222222223, 6.08,-0.039,-0.027
1742,05,15,38.9,5.260805555555556,-,52,10,55,-52.18194444444445, 6.49,+0.022,+0.027
1743,05,17,29.1,5.291416666666667,-,34,53,43,-34.89527777777778, 4.83,+0.090,-0.337
1744,05,13,45.4,5.229277777777778,-,67,11,07,-67.18527777777778, 4.83,+0.019,+0.036
1745,05,29,25.7,5.490472222222222,+,77,58,39,77.9775, 6.56,+0.011,-0.017
1746,05,19,11.2,5.3197777777777775,+,02,35,45,2.595833333333333, 5.34,-0.017,-0.047
1747,05,18,50.4,5.314,-,18,07,48,-18.13, 5.96,+0.381,+0.058
